listing_name,post_id,address,address2,rent,bedrooms,datetime_posted,size,availability,description,attributes,lat,lon,html
"Entire Detach House 2+1 bdrm, 1 garage",post id: 6570096294,NA,NA,"$2,950",3BR / 2Ba,24/04/2018 10:51,NA,24/04/2018,Rear opportunity to stay with budget and live in the exceptional neighborhood with multi-mil$$ homes- The Kingsway.,"['house', 'w/d in unit', 'detached garage']",43.6518,-79.5076,https://toronto.craigslist.ca/tor/apa/d/entire-detach-house-21-bdrm-1/6570096294.html
"Beautiful new 1 Bedr, 199 Richmond St, ready for: 01-Jun-18",post id: 6570096185,(Richmond/ Duncan),NA,"$2,350",1BR / 0Ba,24/04/2018 10:51,NA,24/04/2018,,"['condo', 'w/d in unit']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/beautiful-new-1-bedr-199/6570096185.html
Cozy Studio Rental with City Views and Storage Locker - Furnished,post id: 6570089408,(Cabbagetown South),NA,"$1,995",0BR / 1Ba,24/04/2018 10:45,396ft2,01/06/2018,FURNISHED - STUDIO - 1 BATH - CONDO / APARTMENT - 396 SQ. FT.,"['furnished', 'condo']",43.660806,-79.363318,https://toronto.craigslist.ca/tor/apa/d/cozy-studio-rental-with-city/6570089408.html
Gorgeous 1 Bedroom 1 Bath Upper Level Suite with Apple TV - Furnished,post id: 6570087195,(Little Italy),NA,"$3,395",1BR / 1Ba,24/04/2018 10:43,900ft2,01/06/2018,FURNISHED - 1 BED + DEN - 1 BATH - UPPER LEVEL - 900 SQ. FT.,"['furnished', 'apartment']",43.657472,-79.422577,https://toronto.craigslist.ca/tor/apa/d/gorgeous-1-bedroom-1-bath/6570087195.html
Luxury 2-Bdrm Condo w/Unobstructed Lakeview @Fort York Blvd,post id: 6570085873,(215 Fort York Blvd),215 Fort York Blvd,"$2,680",2BR / 1Ba,24/04/2018 10:42,750ft2,24/04/2018,"The Luxury Neptune At Waterpark City. 2 Bedroom Unit With 9' Ceiling, Stunning 3 Side Unobstructed Lakeview From Anywhere Of The Unit. Street Car At Door, Minutes To Union Station, U Of T, Financial District. Walk To Lake, Park & Cne .... Extras:Stainless Steel (Fridge, Stove, B/I Dishwasher, B/I Microwave), Washer & Dryer, All Elfs. One Parking:P2-146. Tenant Pays Own Hydro & Tenant Insurance.","['condo', 'attached garage']",43.637763,-79.405514,https://toronto.craigslist.ca/tor/apa/d/luxury-2-bdrm-condo/6570085873.html
Amazing Leslieville Apartment!!!!!,post id: 6570082242,NA,NA,"$2,295",3BR / 1Ba,24/04/2018 10:38,1000ft2,01/06/2018,PRICING:,"['cats are OK - purrr', 'house', 'w/d in unit', 'no smoking', 'off-street parking']",43.67007,-79.341197,https://toronto.craigslist.ca/tor/apa/d/amazing-leslieville-apartment/6570082242.html
Stunning 1 Bedroom Suite with 2 Levels & Marble Accents - Furnished,post id: 6570081753,(Downtown Toronto),NA,"$3,295",1BR / 1Ba,24/04/2018 10:38,620ft2,20/06/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 620 SQ. FT.,"['furnished', 'apartment']",43.665092,-79.37844,https://toronto.craigslist.ca/tor/apa/d/stunning-1-bedroom-suite-with/6570081753.html
Yorkville: FURNISHED 2 Bed+Den Executive Suite - 1300SF - Mink Mile,post id: 6547867041,(35 Balmuto St),NA,"$5,800",2BR / 3Ba,24/04/2018 10:37,NA,30/03/2018,"Stunning Location, Elegant, Bright & Spacious. Fully Furnished Exec Suite In Yorkville At The Distinguished Uptown Residences. Beautiful 2 Br Split Plan + Den. Open Concept, Soaring Ceilings, Designer Finishes, Granite C/T, Back Splash, H/W Floors, 2 Lrg Balc W/O From Br. Fab West And Southerly Views Gorgeous Nightly Sunsets. Plenty Of Amenities, Steps To Downtown Core, Subway, Movie Theatre, Rest, Mink Mile, Turn-Key, 1300Sq Ft +","['furnished', 'condo', 'w/d in unit', 'attached garage']",43.669821,-79.387866,https://toronto.craigslist.ca/tor/apa/d/yorkville-furnished-2-bedden/6547867041.html
Modern 1 Bed Apartment with High Ceilings and Maid Service - Furnished,post id: 6570078580,(Little Italy),NA,"$2,095",1BR / 1Ba,24/04/2018 10:35,650ft2,01/06/2018,FURNISHED - 1 BED - 1 BATH - LOWER LEVEL - 650 SQ. FT.,"['furnished', 'apartment']",43.654822,-79.421571,https://toronto.craigslist.ca/tor/apa/d/modern-1-bed-apartment-with/6570078580.html
"Beautiful new 1 Bedr, 85 East Liberty St, ready for: Immediate",post id: 6570078096,(King/Strachan),NA,"$1,950",1BR / 0Ba,24/04/2018 10:34,NA,24/04/2018,,"['condo', 'w/d in unit']",43.639341,-79.414026,https://toronto.craigslist.ca/tor/apa/d/beautiful-new-1-bedr-85-east/6570078096.html
SPACIOUS 2 BR WITH PARKING+LOCKER NEAR ST. LAWRENCE MARKET.,post id: 6570076888,(Toronto),400 Adelaide,"$2,900",2BR / 2Ba,24/04/2018 10:33,960ft2,01/06/2018,"Welcome to ""IVORY ON ADELAIDE"". Floor to ceiling windows, 960 sq feet in upscale building! Spacious 2 bedrooms and 2 full bathrooms, with view of lake and a city! Balcony with two walk outs, Just minutes walk from entertainment district, st Lawrence market, subway.. one parking and one locker are included. Available  June 1st.   Contact Michael","['apartment', 'w/d in unit', 'no smoking', 'attached garage']",43.646639,-79.395844,https://toronto.craigslist.ca/tor/apa/d/spacious-2-br-with/6570076888.html
A gorgeous whole house to rent,post id: 6570075660,NA,NA,"$3,500",4BR / 3.5Ba,24/04/2018 10:33,NA,01/07/2018,"Brand new detached 4 bedroom house for rent in city of Vaughan Large double cars garage + 4 cars parking space Central vacuum, air conditioning Amenities: close to Hwy 7, Bus Station, Walmart, major banks, Shoppers Drug Mart, Goodlife Fitness and variety of restaurants. minutes walking to public elementary school, catholic school, and high school.","['house', 'no smoking', 'attached garage']",43.8607,-79.46302,https://toronto.craigslist.ca/tor/apa/d/gorgeous-whole-house-to-rent/6570075660.html
"Regent Park, 2 Bed 2 Bath, Parking, Locker, Over 1000SF, 10FT Ceiling",post id: 6557689307,(225 Sackville St),NA,"$2,525",2BR / 2Ba,24/04/2018 10:31,NA,01/06/2018,"Massive 2 Bdrm/2 Bath Corner Unit Spreads Out In Over 1000Sf (892Sf+119Sf). Samsung Appliance Package, Granite Counter And Tons Of Storage. 10Ft Ceiling, Huge Windows. Easy Access To Ttc, Dvp, Directly Across From The New Community Park An Regional Aquatic Centre, Retailer Including Sobey's Fresh Co, Rogers, Rbc, Tim Hortons, Walking Distance To Ryerson University, George Brown College, Eaton Centre And Schools And So Much More N The Heart Of Toronto.","['condo', 'w/d in unit', 'no smoking', 'attached garage']",43.660806,-79.363318,https://toronto.craigslist.ca/tor/apa/d/regent-park-2-bed-2-bath/6557689307.html
Chic 1 Bed Suite with Den on Second Level & Storage Locker - Furnished,post id: 6570073523,(Waterfront),NA,"$2,895",1BR / 1Ba,24/04/2018 10:30,600ft2,01/06/2018,FURNISHED - 1 BED + DEN - 1 BATH - LOFT - 600 SQ. FT.,"['furnished', 'loft']",43.635884,-79.402027,https://toronto.craigslist.ca/tor/apa/d/chic-1-bed-suite-with-den-on/6570073523.html
"Stunning 2 Bed 3 Bath Townhouse with Den, Walk Out Patio - Unfurnished",post id: 6570070569,(The Annex),NA,"$6,995",2BR / 3Ba,24/04/2018 10:27,1820ft2,01/05/2018,UNFURNISHED - 2 BED + DEN - 3 BATH - TOWNHOUSE - 1820 SQ. FT.,['townhouse'],43.6736,-79.4035,https://toronto.craigslist.ca/tor/apa/d/stunning-2-bed-3-bath/6570070569.html
Bachelor Apartment $1300 all inclusive + Roof Top Patio,post id: 6570069988,(College & Lansdowne),1259 College,"$1,300",0BR / 1Ba,24/04/2018 10:27,375ft2,24/04/2018,Victorian house with eight units legal apartments all legally fire retrofitted. Units can be fully furnished,['apartment'],43.651242,-79.43911,https://toronto.craigslist.ca/tor/apa/d/bachelor-apartment-1300-all/6570069988.html
Modern 2 Bed 2 Bath with Private Entrance & Roof Top Patio - Furnished,post id: 6557918339,(Etobicoke),NA,"$2,995",2BR / 2Ba,24/04/2018 10:26,1100ft2,08/04/2018,FURNISHED - 2 BED - 2 BATH - TOWNHOUSE - 1100 SQ. FT.,"['furnished', 'townhouse', 'w/d in unit', 'attached garage']",43.6898,-79.5582,https://toronto.craigslist.ca/tor/apa/d/modern-2-bed-2-bath-with/6557918339.html
Ample 2 Bedroom Second Floor Suite with Private Entrance - Furnished,post id: 6551495402,(The Junction),NA,"$2,595",2BR / 1Ba,24/04/2018 10:26,850ft2,01/06/2018,FURNISHED - 2 BED - 1 BATH - CONDO / APARTMENT - 850 SQ. FT.,"['furnished', 'apartment']",43.667032,-79.499599,https://toronto.craigslist.ca/tor/apa/d/ample-2-bedroom-second-floor/6551495402.html
Modern 1 Bedroom Suite wht Parking and Central Location - Furnished,post id: 6566362058,(King/Spadina),NA,"$3,495",1BR / 1Ba,24/04/2018 10:26,550ft2,01/03/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 550 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'condo', 'w/d in unit', 'attached garage']",43.644671,-79.398911,https://toronto.craigslist.ca/tor/apa/d/modern-1-bedroom-suite-wht/6566362058.html
Dazzling 3 Bed 2 Bath Corner Suite with Parking & Balcony - Furnished,post id: 6551516296,(Fashion District),NA,"$4,495",3BR / 2Ba,24/04/2018 10:26,1076ft2,01/06/2018,FURNISHED - 3 BED - 2 BATH - CONDO / APARTMENT - 1076 SQ. FT.,"['furnished', 'condo']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/dazzling-3-bed-2-bath-corner/6551516296.html
Posh 2 Bedroom 2 Bathroom Suite with Apple TV and Balcony - Furnished,post id: 6555936574,(King/Front),NA,"$4,795",2BR / 2Ba,24/04/2018 10:26,1000ft2,05/04/2018,FURNISHED - 2 BED - 2 BATH - CONDO / APARTMENT - 1000 SQ. FT.,"['furnished', 'condo']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/posh-2-bedroom-2-bathroom/6555936574.html
Chic 2 Bed Suite with Balcony & Amazing Building Amenities - Furnished,post id: 6555940027,(The Esplanade),NA,"$3,495",2BR / 1Ba,24/04/2018 10:26,715ft2,02/05/2018,FURNISHED - 2 BED - 1 BATH - PENTHOUSE - 715 SQ. FT.,"['furnished', 'condo', 'w/d in unit']",43.646492,-79.375194,https://toronto.craigslist.ca/tor/apa/d/chic-2-bed-suite-with-balcony/6555940027.html
Ample 2 Bedroom 2 Bath Suite with Den & In Suite Laundry - Furnished,post id: 6551508458,(Yonge/Eglinton),NA,"$2,895",2BR / 2Ba,24/04/2018 10:26,1100ft2,01/06/2018,FURNISHED - 2 BED + DEN - 2 BATH - LOFT - 1100 SQ. FT.,"['furnished', 'loft']",43.710555,-79.379706,https://toronto.craigslist.ca/tor/apa/d/ample-2-bedroom-2-bath-suite/6551508458.html
Marvelous 1 Bedroom 2 Bathroom Loft w Extra Large Patio - Unfurnished,post id: 6555936007,(King/Bathurst),NA,"$5,495",1BR / 1.5Ba,24/04/2018 10:26,1189ft2,01/04/2018,UNFURNISHED - 1 BED + DEN - 1.5 BATH - LOFT - 1189 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit']",43.64397,-79.401613,https://toronto.craigslist.ca/tor/apa/d/marvelous-1-bedroom-2/6555936007.html
Stunning 1 Bed with Stunning Views and Desirable Location - Furnished,post id: 6551505336,(Yorkville),NA,"$2,795",1BR / 1Ba,24/04/2018 10:26,550ft2,01/06/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 550 SQ. FT.,"['furnished', 'condo']",43.6629,-79.3987,https://toronto.craigslist.ca/tor/apa/d/stunning-1-bed-with-stunning/6551505336.html
Modern 1 Bedroom Suite with Den and Upscale Furnishings - Furnished,post id: 6559846903,(Yorkville),NA,"$3,695",1BR / 1Ba,24/04/2018 10:26,690ft2,13/04/2018,FURNISHED - 1 BED + DEN - 1 BATH - CONDO / APARTMENT - 690 SQ. FT.,"['furnished', 'condo', 'w/d in unit']",43.672517,-79.388699,https://toronto.craigslist.ca/tor/apa/d/modern-1-bedroom-suite-with/6559846903.html
Lively 1 Bedroom 2 Bathroom Suite with Den and Balcony - Furnished,post id: 6551498231,(Davisville),NA,"$2,895",1BR / 2Ba,24/04/2018 10:26,620ft2,15/05/2018,FURNISHED - 1 BED + DEN - 2 BATH - CONDO / APARTMENT - 620 SQ. FT.,"['furnished', 'condo']",43.702,-79.3853,https://toronto.craigslist.ca/tor/apa/d/lively-1-bedroom-2-bathroom/6551498231.html
Gorgeous 4 Bed 3 Level Detached Home with Attached Garage- Unfurnished,post id: 6553557206,(Main/Danforth),NA,"$4,895",4BR / 4Ba,24/04/2018 10:26,2400ft2,01/04/2018,UNFURNISHED - 4+ BED - 4 BATH - HOUSE - 2400 SQ. FT.,"['house', 'attached garage']",43.696993,-79.305679,https://toronto.craigslist.ca/tor/apa/d/gorgeous-4-bed-3-level/6553557206.html
Fantastic Studio Loft with 70 sqft Balcony & High Ceilings - Furnished,post id: 6553558434,(King West),NA,"$2,375",0BR / 1Ba,24/04/2018 10:26,483ft2,01/07/2018,FURNISHED - STUDIO - 1 BATH - LOFT - 483 SQ. FT.,"['furnished', 'loft', 'w/d in unit', 'street parking']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/fantastic-studio-loft-with-70/6553558434.html
Fashionable 1 Bed w/ Juliette Balcony & Bi-Weekly Cleaning - Furnished,post id: 6555935455,(Waterfront),NA,"$3,675",1BR / 1Ba,24/04/2018 10:26,535ft2,01/04/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 535 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'condo', 'w/d in unit']",43.6404,-79.3995,https://toronto.craigslist.ca/tor/apa/d/fashionable-1-bed-juliette/6555935455.html
Modern 1 Bed with Stylish Furnishings in Great Location - Furnished,post id: 6553559089,(Bay/College),NA,"$4,880",1BR / 1Ba,24/04/2018 10:26,550ft2,01/04/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 550 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'condo', 'w/d in unit']",43.659319,-79.385182,https://toronto.craigslist.ca/tor/apa/d/modern-1-bed-with-stylish/6553559089.html
"Modern reno house 3 bdrm, 1 car garage, A+ neighborhood",post id: 6570068441,NA,NA,"$4,000",3BR / 3Ba,24/04/2018 10:25,NA,01/07/2018,Prestigious High Park. Mature trees street.,"['house', 'w/d in unit', 'detached garage']",43.6605,-79.4633,https://toronto.craigslist.ca/tor/apa/d/modern-reno-house-3-bdrm-1/6570068441.html
Ample 3 Bed 3 Bath Townhouse with 2 Parking Spaces - Furnished,post id: 6570067097,(The Annex),NA,"$7,495",3BR / 3Ba,24/04/2018 10:24,1820ft2,01/05/2018,FURNISHED - 3 BED - 3 BATH - TOWNHOUSE - 1820 SQ. FT.,"['furnished', 'townhouse']",43.6736,-79.4035,https://toronto.craigslist.ca/tor/apa/d/ample-3-bed-3-bath-townhouse/6570067097.html
Fully Furnished 2-Bdrm Condo w/Modern Kitchen In Prime Location!,post id: 6570066368,(2212 Lake Shore Blvd W),2212 Lake Shore Blvd W,"$2,800",2BR / 2Ba,24/04/2018 10:23,850ft2,24/04/2018,"Fully Furnished! Just Move In! New Modern Design 2 Bedroom / 2 Bathroom Furnished With Modern Decor! South East Exposure W/ Breathtaking Lake & City Views. Steps To Humber Bay Park, Lake Shore Trails & Ttc. 15 Minutes To Downtown. Modern Kitchen With Quartz Counter Tops & Stainless Steel Appliances, High Quality Laminate Floors. Outstanding Amenities Including Indoor Pool, Large Gym, Games/Party Rm, Rooftop Terrace & More! Metro, Lcbo Starbucks And Banks! Extras:S/S Fridge, Stove, B/I Combo Micro/Fan Hd, S/S B/I Dshwshr, Stacked Washer/Dryer. One Parking And One Locker Included. This Condo Is Ready To Move In. From Furniture To Cutlery. Short Term Or Long Term Welcome!","['condo', 'attached garage']",43.622143,-79.481847,https://toronto.craigslist.ca/tor/apa/d/fully-furnished-2-bdrm-condo/6570066368.html
"2 Bed Condo @ Waterfront -Distillery District, Financial District",post id: 6557689106,(222 The Esplanade Ave),NA,"$2,650",2BR / 1Ba,24/04/2018 10:22,NA,10/04/2018,"Brand New Renovation!!! Fresh Paint, Kitchen Appliances, Bathroom Fixtures Including Bathtub, Kitchen Cupboards, Quartz Kitchen Counters, Laminate Floors - Split Floor Plan W/ Large Den - Perfect For Couples With Small Children Or Roommates. Just Minutes From The Distillery District, Financial District, Ttc, St Lawrence Market, Dvp And Gardiner Expressway. Building Amenities Include Gym, Sauna, 24 Hour Concierge, Party/Meeting Room, Guest Suites.","['condo', 'w/d in unit', 'no smoking']",43.649193,-79.366642,https://toronto.craigslist.ca/tor/apa/d/2-bed-condo-waterfront/6557689106.html
Excellent 2-Bdrm Luxury Condo w/Modern Open Kitchen!,post id: 6570064033,(2111 Lake Shore Blvd W),2111 Lake Shore Blvd W,"$2,700",2BR / 2Ba,24/04/2018 10:21,1100ft2,24/04/2018,"S/W Exposure Partial Lake View, Balcony, Modern Open Kitchen With Stainless Steel Appliances, A Double Sink, Granite Counters & Breakfast Bar - Master Bedroom Has His & Her Closets W/Built-In Closet Organizer & En-Suite Bathroom W/Separate Shower, Access To The Waterfront Parks, Walking/Bicycle Paths, Marinas & Easy Access To The Downtown Core, Shops, Highways & Airport, Note: No Smoking And No Pets Allowed In The Suite. Extras:S/S Fridge,S/S Stove,S/S D/W,S/S B/I Microwave,Stacked Washer/Dryer,All Attached Elf's, Hydro Inclusive, 2 Parking & One Locker Included. Ste Is 1022 Sq Ft +83 Sq Ft Balcony Total 1105 Sq Ft ***2nd Parking Will Be At Additional $100 **","['condo', 'attached garage']",43.629176,-79.478014,https://toronto.craigslist.ca/tor/apa/d/excellent-2-bdrm-luxury-condo/6570064033.html
"New Condos 1 Bedr, 39 Queens Quay E, Available: June 1st, 2018",post id: 6570059441,(Yonge And Queens Quay),NA,"$2,800",1BR / 0Ba,24/04/2018 10:17,NA,24/04/2018,,"['condo', 'w/d in unit']",43.644771,-79.373306,https://toronto.craigslist.ca/tor/apa/d/new-condos-1-bedr-39-queens/6570059441.html
"58 DOVERCOURT, QueenWest, Upscale Residence, Multi-Level 2BR w Parking",post id: 6562957908,"(58 Dovercourt Road, Queen and Dovercourt)",NA,"$2,950",2BR / 1Ba,24/04/2018 10:16,1000ft2,01/06/2018,"58 DOVERCOURT ROAD, SUITE 4","['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']",43.641693,-79.421688,https://toronto.craigslist.ca/tor/apa/d/58-dovercourt-queenwest/6562957908.html
"100 Western Battery, Corner 2BR with WRAP-AROUND-BALCONY & Parking",post id: 6563040619,"(100 Western Battery Rd, Liberty Village)",NA,"$2,400",2BR / 1Ba,24/04/2018 10:16,700ft2,01/06/2018,"100 WESTERN BATTERY ROAD, SUITE 307","['cats are OK - purrr', 'condo', 'w/d in unit', 'no smoking', 'attached garage']",43.63954,-79.415891,https://toronto.craigslist.ca/tor/apa/d/100-western-battery-corner/6563040619.html
"Davisville Village,  Very Bright & Spacious, Maurice Cody S.D.",post id: 6565784748,(Cleveland / Soudan),497 Soudan Ave,"$3,250",0BR / 2Ba,24/04/2018 10:15,NA,01/06/2018,,"['house', 'w/d in unit', 'off-street parking']",43.707332,-79.383193,https://toronto.craigslist.ca/tor/apa/d/davisville-village-very/6565784748.html
"Stunning Midtown Home, Outdoor Hot Tub All Year & A Huge Swimming Pool",post id: 6565769854,(Mount Pleasant / Davisville),585 Balliol St,"$4,900",3BR / 4Ba,24/04/2018 10:15,NA,01/06/2018,,"['house', 'w/d in unit', 'attached garage']",43.701069,-79.378389,https://toronto.craigslist.ca/tor/apa/d/stunning-midtown-home-outdoor/6565769854.html
"3000 Sf Ft W/ Unique & Exceptional Style, Reno'd Kit., Heated Hardwood",post id: 6563553264,(Avenue Rd & Eglinton),524 Castlefield Ave,"$4,500",4BR / 3Ba,24/04/2018 10:15,NA,17/04/2018,,"['house', 'w/d in unit', 'attached garage']",43.707787,-79.418722,https://toronto.craigslist.ca/tor/apa/d/3000-sf-ft-unique-exceptional/6563553264.html
"Corner Suite,  New Wood Flooring, Fresh Paint, All Utilities Included",post id: 6563562359,(Richmond / Sherbourne),313 Richmond St E,"$2,850",2BR / 2Ba,24/04/2018 10:15,850ft2,17/04/2018,,"['condo', 'w/d in unit', 'attached garage']",43.653425,-79.369059,https://toronto.craigslist.ca/tor/apa/d/corner-suite-new-wood/6563562359.html
Gorgeous 2 Br Totally Renovated Suite Steps To St. Lawrence Market,post id: 6570056431,(222 The Esplanade),222 The Esplanade,"$2,650",2BR / 1Ba,24/04/2018 10:14,800ft2,01/06/2018,"Gorgeous 2 Br Totally Renovated Suite. Sunny Spacious Open Concept Liv/Din W/ Hardwood Floors Throughout, Newer Stainless Appliances, Cove Lighting, Large Walk-In Closet, Renovated Bathroom, New Sunscreen Blinds Throughout. Spectacular Location Close To St Lawrence Market And Distillery District, Rec Centre Next Door, Parks, Good Schools, Walk To Downtown In Minutes.","['condo', 'w/d in unit']",43.64914,-79.366923,https://toronto.craigslist.ca/tor/apa/d/gorgeous-2-br-totally/6570056431.html
"Central 1 Bedroom Suite with Den, Balcony and City Views - Furnished",post id: 6570053487,(Entertainment District),NA,"$2,695",1BR / 1Ba,24/04/2018 10:11,700ft2,22/05/2018,FURNISHED - 1 BED + DEN - 1 BATH -  - 700 SQ. FT.,"['furnished', 'condo']",43.642827,-79.393576,https://toronto.craigslist.ca/tor/apa/d/central-1-bedroom-suite-with/6570053487.html
Rarely Available Spacious Modern Corner Downtown Condo,post id: 6570052843,(320 Richmond St E),320 Richmond St E,"$2,600",2BR / 2Ba,24/04/2018 10:10,800ft2,15/06/2018,"unny, Sought After Southwest Corner, Split 2 Bed, 2 Bath Layout For Lease! Boasting Over 800 Sq Ft, Impressive Storage Space, Floor To Ceiling Windows, Hardwood Floors, Natural Light & Amazing City Sunset Views. Ideal For Entertaining, Enjoy Your Morning Coffee On The Generous South Facing Balcony! Granite Countertops, Modern European Appliances, Centre Island & Room For A Dining Table. Master Bdrm Boasts His & Hers Closets & 4-Piece Ensuite.","['condo', 'w/d in unit']",43.653425,-79.369059,https://toronto.craigslist.ca/tor/apa/d/rarely-available-spacious/6570052843.html
Warm 1 Bedroom Suite with Den and South West Views - Furnished,post id: 6570052664,(Queen West),NA,"$2,495",1BR / 1Ba,24/04/2018 10:10,650ft2,09/05/2018,FURNISHED - 1 BED + DEN - 1 BATH - CONDO / APARTMENT - 650 SQ. FT.,"['furnished', 'condo']",43.641693,-79.421688,https://toronto.craigslist.ca/tor/apa/d/warm-1-bedroom-suite-with-den/6570052664.html
Gorgeous 1 Bedroom 1 Bath Suite with Underground Parking - Furnished,post id: 6570051955,(Yonge/Bloor),NA,"$3,795",1BR / 1Ba,24/04/2018 10:10,500ft2,24/04/2018,FURNISHED - 1 BED - 1 BATH -  - 500 SQ. FT.,"['furnished', 'condo']",43.6656,-79.383,https://toronto.craigslist.ca/tor/apa/d/gorgeous-1-bedroom-1-bath/6570051955.html
Designer 1 Bed Suite with High Ceilings & Great Amenities - Furnished,post id: 6570048663,(West Don Lands),NA,"$2,095",1BR / 1Ba,24/04/2018 10:06,530ft2,01/06/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 530 SQ. FT.,"['furnished', 'condo']",43.656598,-79.355532,https://toronto.craigslist.ca/tor/apa/d/designer-1-bed-suite-with/6570048663.html
Luxurious X2 Condo. 49 Story Glass Tower @ Yorkville +Parking&Locker,post id: 6570047627,(101 Charles St E),101 Charles St E,"$2,500",1BR / 1Ba,24/04/2018 10:05,600ft2,24/04/2018,"Luxurious X2 Condo. 49 Story Glass Tower At Yorkville Area. Amazing City View. Stunning 1+1 Condo In The Downtown Core. 9Ft Ceilings With Floor To Ceiling Windows. Luxury Designed Finishes By Cecconi. Steps To Bloor, Yonge And Sherbourne Subway.","['condo', 'w/d in unit', 'carport']",43.669787,-79.380745,https://toronto.craigslist.ca/tor/apa/d/luxurious-x2-condo-49-story/6570047627.html
"Trendy 1 Bedroom Loft with 2 Levels, City Views & a Patio - Furnished",post id: 6570047497,(Queen West),NA,"$2,595",1BR / 1Ba,24/04/2018 10:05,614ft2,21/05/2018,FURNISHED - 1 BED - 1 BATH - LOFT - 614 SQ. FT.,"['furnished', 'loft']",43.648068,-79.39491,https://toronto.craigslist.ca/tor/apa/d/trendy-1-bedroom-loft-with-2/6570047497.html
"Dashing 1 Bedroom Suite with 1.5 Bathrooms, Balcony & Den - Furnished",post id: 6570044111,(St. Lawrence Market),NA,"$3,895",1BR / 1.5Ba,24/04/2018 10:02,600ft2,23/04/2018,FURNISHED - 1 BED + DEN - 1.5 BATH - CONDO / APARTMENT - 600 SQ. FT.,"['furnished', 'condo']",43.6555,-79.3626,https://toronto.craigslist.ca/tor/apa/d/dashing-1-bedroom-suite-with/6570044111.html
Bright &Spacious 1-Bdrm +Den Condo w/ Open Concept Kitchen!,post id: 6570043797,(2230 Lake Shore Blvd W),2230 Lake Shore Blvd W,"$2,300",1BR / 1Ba,24/04/2018 10:02,650ft2,24/04/2018,"Location!! Location!! Spectacular Views Of Lake And Toronto Skyline! View Sunrise And Sunsets! Very Spacious And Bright One Bedroom+Den With Extra Large Balcony. Open Concept Kitchen, Living,Dining Room. Kitchen Breakfast Bar, Floor To Ceiling Windows. Close To Hwy, Ttc, Lake, Parks And Beach. Steps To Shopping Metro, Shoppers, Lcbo. Great For Entertaining. Includes Parking. Extras:Stainless Steel Appliances, Built In Dishwasher, Built In Microwave. Stacked Washer/Dryer. Window Coverings Included And Furnished.","['condo', 'attached garage']",43.638034,-79.396148,https://toronto.craigslist.ca/tor/apa/d/bright-spacious-1-bdrm-den/6570043797.html
Superb 2 Bed 2 Bath Suite with Balcony & Downtown Location - Furnished,post id: 6570042568,(Downtown Location),NA,"$4,995",2BR / 2Ba,24/04/2018 10:00,800ft2,02/04/2018,FURNISHED - 2 BED - 2 BATH - CONDO / APARTMENT - 800 SQ. FT.,"['furnished', 'condo']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/superb-2-bed-2-bath-suite/6570042568.html
"New Condos 1 Bedr, 65 East Liberty St, ready for: 23-May-18",post id: 6570042491,(King/Strachan),NA,"$2,200",1BR / 0Ba,24/04/2018 10:00,NA,24/04/2018,,"['condo', 'w/d in unit']",43.638273,-79.420665,https://toronto.craigslist.ca/tor/apa/d/new-condos-1-bedr-65-east/6570042491.html
Spacious 2-Bdrm Corner Condo w/Great Amenities In Great Location!,post id: 6570041815,(90 Park Lawn Rd),90 Park Lawn Rd,"$2,900",2BR / 2Ba,24/04/2018 9:59,1100ft2,24/04/2018,"Luxurious High Level South Beach Condos, Excellent Location, Spacious Split 2+1 Bedrm Corner Layout, Approx 1004 Sqft + 237 Sqft (Wrap Around Terrace), Spectacular View Of Lake, Glass Drs To Terrace, Flr To Ceiling Wdws, Lots Of Natural Lights, 1 Pkg, 1 Locker, Modern Open Concept Kit , Easy Access To Gardiner Exwy & Lakeshore Blvd, 40,000 Sqft Of Lifestyle South Beach Club Featuring Amenities Including Gym, Squash, Basketball Crt & Much More. 24 Hr Concierge Extras:Stainless Steel Fridge, B/I Stove,B/I Dishwasher & Microwave, Stacked Washer & Dryer, Existing Blinds. Amenities Including In/Outdoor Pools, Squash & Basketball Court, Gym. Certified Deposit Cheque.","['condo', 'attached garage']",43.6325,-79.4939,https://toronto.craigslist.ca/tor/apa/d/spacious-2-bdrm-corner-condo/6570041815.html
